Post_Full_Name,Risk,Longitude,Latitude
American Institute in Taiwan,91.43361536954693,121.5645,25.0338
Consular Agency in Poznan,82.63966531464946,16.927380015922793,52.407795452290735
Embassy of the United States of America,73.15537886105729,-0.1329255641756811,51.48243306422879
U.S. Consular Agency Bali,74.19577014648222,115.24215101438658,-8.672833990682461
U.S. Consulate Adana,83.0774494610036,35.3848218149961,36.98352556505883
U.S. Consulate Bordeaux,67.13513952434401,-0.56857998497452,44.85410907909841
U.S. Consulate General Almaty,98.45804785964096,76.95201335031406,43.233638987376175
U.S. Consulate General Amsterdam,76.51420766686479,4.882063,52.356181
U.S. Consulate General Casablanca,54.06186713126762,-7.626588,33.590838
U.S. Consulate General Chiang Mai,91.87265520428312,98.998685,18.79412
U.S. Consulate General Florence,73.4927445026151,11.238509414763548,43.77365535265248
U.S. Consulate General Guayaquil,13.892247231383696,-79.94002108545662,-2.190321437897651
U.S. Consulate General Istanbul,81.95145576939763,29.0443211154174,41.11749587928979
U.S. Consulate General Karachi,90.45312530910846,67.00740971413214,24.84119765214914
U.S. Consulate General Lahore,95.06190035729848,74.33401361430799,31.5601682523353
U.S. Consulate General Marseille,69.46997418505666,5.364160330718974,43.288518314649394
U.S. Consulate General Milan,73.4291756744737,9.191923814832595,45.47510094073826
U.S. Consulate General Peshawar,95.45746615144026,71.53478281438282,34.00574362762821
U.S. Consulate General Strasbourg,74.92698603073839,7.759350915187412,48.58696377926187
U.S. Consulate General Surabaya,75.36927142137682,112.64595001518664,-7.283718773607407
U.S. Consulate General in Alexandria,77.13297952628686,30.017697,31.24555
U.S. Consulate General in Basrah,86.2854385113725,47.81,30.515
U.S. Consulate General in Belfast,73.49036643611093,-5.9422437,54.5705791
U.S. Consulate General in Calgary,58.04358772016798,-114.0603911846858,51.04656497956204
U.S. Consulate General in Chennai,86.56180772107658,80.24973505012338,13.052359116588155
U.S. Consulate General in Ciudad Juarez,38.756176071610646,-106.487014,31.738581
U.S. Consulate General in Curacao,21.703733390006104,-68.92806705015425,12.108160536469793
U.S. Consulate General in Dhahran,85.19998550774635,50.15211701444141,26.304454792343083
U.S. Consulate General in Düsseldorf,76.52855441441324,6.79570647,51.21863818
U.S. Consulate General in Edinburgh,76.20774852876771,-3.1778503,55.954306900000006
U.S. Consulate General in Erbil,87.03109669455029,44.009189,36.191188
U.S. Consulate General in Frankfurt,76.6355183736859,8.682222,50.110556
U.S. Consulate General in Guadalajar,30.2751444704338,-103.3475,20.676667
U.S. Consulate General in Guangzhou,92.27399346037703,113.26,23.13
U.S. Consulate General in Halifax,47.54139581742426,-63.576402884196376,44.65239929526168
U.S. Consulate General in Hamburg,80.13546751932715,10.0,53.55
U.S. Consulate General in Hermosillo,37.385145786920035,-110.954167,29.098889
U.S. Consulate General in Hong Kong,91.89356038927612,114.1414502758681,22.28677373594902
U.S. Consulate General in Hyderabad,88.96253685437011,78.47482025016731,17.442523805745555
U.S. Consulate General in Jeddah,76.65656821086141,39.16193271434716,21.526284675984357
U.S. Consulate General in Kolkata,93.08578389951964,88.3473489502395,22.551000939374266
U.S. Consulate General in Krakow,82.47967980460938,19.9391029,50.0600644
U.S. Consulate General in Leipzig,79.55617262639242,12.375,51.34
U.S. Consulate General in Matamoros,33.292793872011664,-97.50320479,25.88700974
U.S. Consulate General in Merida,29.221172771704207,-89.62002094,20.99083555
U.S. Consulate General in Monterrey,33.43411276879814,-100.3,25.666667
U.S. Consulate General in Montreal,48.270380741744056,-73.57542628444138,45.49943997910136
U.S. Consulate General in Mumbai,88.74937377195955,72.8661483501878,19.065034557208715
U.S. Consulate General in Munich,76.74744434239447,11.575,48.1375
U.S. Consulate General in Naples,73.40703317356785,14.223740714649724,40.83118183825395
U.S. Consulate General in Nogales,39.10414529343897,-110.940034,31.28884412
U.S. Consulate General in Nuevo Laredo,34.64922768870995,-99.506944,27.486111
U.S. Consulate General in Quebec,49.68475165543648,-71.20693568487476,46.81061277913991
U.S. Consulate General in Recife,15.235798764701624,-34.89513298604406,-8.057479794198347
U.S. Consulate General in Rio de Janeiro,6.699246965976041,-43.17603538580082,-22.9114962850094
U.S. Consulate General in Sao Paulo,5.643117077351937,-46.71500176726864,-23.62940068682292
U.S. Consulate General in Tijuana,41.21007705751781,-117.033333,32.525
U.S. Consulate General in Toronto,46.50150272458017,-79.39009958500738,43.65277537912137
U.S. Consulate General in Vancouver,57.60198143121645,-123.12183428476568,49.287486979331824
U.S. Consulate General in Vladivostok,92.27236091120668,131.909319,43.115336
U.S. Consulate General in Wuhan,93.98321653337054,114.3046,30.5934
U.S. Consulate General in Yekaterinburg,100.0,60.61001199999999,56.833759
U.S. Consulate Lyon,71.03094746468571,4.835273451230727,45.76303722137151
U.S. Consulate Medan,75.07922120121727,111.89607071518957,-7.613783077380901
U.S. Consulate Ponta Delgada Azores,48.61062443497055,-25.71346686956659,37.74504219110972
U.S. Consulate Rennes,69.28399028327627,-1.684267,48.110242
U.S. Consulate in Hamilton,35.96546503872645,-64.77029974967265,32.29539498102744
U.S. Consulate in Ho Chi Minh City,87.46212599720941,106.69824081393286,10.783177692316896
U.S. Consulate in Melbourne,40.79853441085649,144.97817895110475,-37.84685074361148
U.S. Consulate in Perth,51.3968897569441,115.86226395093502,-31.956718429700384
U.S. Consulate in Porto Alegre,2.7049991689191875,-51.170603185102486,-30.012005881894144
U.S. Consulate in Shanghai,92.70354211953709,121.4737,31.2304
U.S. Consulate in Shenyang,94.17211652289294,123.434,41.8047
U.S. Consulate in Sydney,42.72531335814786,151.20416721564197,-33.83987982499072
U.S. Consulate in Thessaloniki,78.54551866659476,22.94021111530864,40.633251679340525
U.S. Consulate in Winnipeg,54.5093331566975,-97.14146048445257,49.89568903506278
U.S. Embassy Abuja,47.86911625232445,7.4891,9.058
U.S. Embassy Ankara,83.21734635220321,32.8539583150804,39.90822509433245
U.S. Embassy Apia,36.257587768589296,-171.76823229865656,-13.832368052669494
U.S. Embassy Ashgabat,93.12726315105955,58.389301,37.901274
U.S. Embassy Asmara,72.57101687040071,38.93054880356809,15.326481749328192
U.S. Embassy Bangkok,89.17943726008872,100.54449655012904,13.736756801296202
U.S. Embassy Bern,73.47537628170258,7.438283,46.943433
U.S. Embassy Bratislava,79.79022990114422,17.10578371527176,48.141287658882085
U.S. Embassy Brussels,74.91408711908775,4.3676,50.8371
U.S. Embassy Bucharest,82.24627431239215,26.08420901522549,44.51469790431391
U.S. Embassy Colombo,82.20013326757437,79.848618,6.913233
U.S. Embassy Conakry,34.175018001433344,-13.6785,9.537
U.S. Embassy Copenhagen,83.21363289472636,12.58099935120458,55.69463390384914
U.S. Embassy Cotonou,42.7171242428941,2.3962361978393565,6.3507944803280525
U.S. Embassy Doha,85.25203515765214,51.5082,25.2948
U.S. Embassy Gaborone,36.72655621061242,25.90648851606914,-24.661260909013087
U.S. Embassy Havana,29.93461821445124,-82.39025868531266,23.145848517518317
U.S. Embassy Jakarta,76.00886391812168,106.82799831517752,-6.181246662288807
U.S. Embassy Jerusalem,80.32423590852615,35.22292081605138,31.74823968129489
U.S. Embassy Kuwait City,85.78737327256489,48.046873,29.291608
U.S. Embassy Lisbon,57.21654815716354,-9.16557018495388,38.74412016357007
U.S. Embassy Majuro,58.62416173583163,170.5419396139032,6.695698897670837
U.S. Embassy Managua,23.30938444013053,-86.2734,12.1475
U.S. Embassy Manama,85.34327139696964,50.538771,26.237461
U.S. Embassy Maputo,38.70492760161435,32.5804,-25.9686
U.S. Embassy Mbabane,37.81365293460611,31.146070000000005,-26.326799
U.S. Embassy Minsk,88.34164316382056,27.556450815687707,53.9129436398205
U.S. Embassy Montevideo,0.6086545515890213,-56.178309884825005,-34.91348698146105
U.S. Embassy Moscow,93.22264813581357,37.57947,55.756014
U.S. Embassy Nairobi,59.74223169705486,36.7965,-1.2762
U.S. Embassy Nassau,30.850242382647465,-77.34896624969824,25.0771644838734
U.S. Embassy Niamey,46.81573138858114,2.070800850759912,13.526350006074724
U.S. Embassy Pretoria,36.96675111298175,28.188056,-25.746111
U.S. Embassy Quito,15.068593843815517,-78.46992368546607,-0.1387366354893353
U.S. Embassy Rabat,54.81977643299298,-6.824677,33.955802
U.S. Embassy Rome,73.0151565642748,12.488580514690454,41.90658577161134
U.S. Embassy Santiago,0.0,-70.6065827848723,-33.411839902917684
U.S. Embassy Seoul,92.49161409213592,126.9828,37.5139
U.S. Embassy Singapore,81.46892024032,103.85,1.2894
U.S. Embassy Tbilisi,89.56272289700188,44.77319255062256,41.78923347912738
U.S. Embassy Tegucigalpa,24.645985840949958,-87.19214498442403,14.103078392854044
U.S. Embassy The Hague,76.00953913405965,4.345574,52.099287
U.S. Embassy Tirana,77.17272640155598,19.82707,41.320471
U.S. Embassy Tunis,68.10078634751088,10.267989315205188,36.85042547993822
U.S. Embassy Valletta,70.27804863881299,14.424656115526965,35.89065722606469
U.S. Embassy Vientiane,91.32252562427148,102.5908137666463,17.930803913316023
U.S. Embassy Warsaw,84.42839438599351,21.023321,52.224495
U.S. Embassy Windhoek,33.84466377941242,17.08486131483526,-22.57561503181287
U.S. Embassy in Abidjan,37.8261374467799,-4.033333,5.316667
U.S. Embassy in Abu Dhabi,86.01086927525688,54.3705,24.4764
U.S. Embassy in Accra,40.52394120725723,-0.1783577303679181,5.575553206061542
U.S. Embassy in Addis Ababa,68.2233502701757,38.7616351507037,9.058503490987626
U.S. Embassy in Algiers,63.200231534230596,3.021801240845189,36.753424531614456
U.S. Embassy in Amman,80.78680619796668,35.87836691444528,31.945183933239388
U.S. Embassy in Antananarivo,50.54029665661328,47.5237,-18.9201
U.S. Embassy in Astana,99.66758754703214,71.46579625065156,51.1294235459901
U.S. Embassy in Asuncion,3.440971457158284,-57.62816948465239,-25.28548103339301
U.S. Embassy in Athens,77.49182314815506,23.74669424133668,37.982039334998994
U.S. Embassy in Austria,79.44334475087526,16.3728,48.2092
U.S. Embassy in Baghdad,85.93224895933966,44.3922,33.3157
U.S. Embassy in Baku,91.05321691787036,49.8822,40.3953
U.S. Embassy in Bamako,39.47879518187567,-8.021094985993539,12.62984929108078
U.S. Embassy in Bandar Seri Begawan,83.96270406151572,114.956281,4.919424
U.S. Embassy in Bangui,52.546046469736886,18.57692871459369,4.360147295730762
U.S. Embassy in Banjul,34.790691720945176,-16.6775,13.4399
U.S. Embassy in Beijing,95.29194844485801,116.3958,39.9056
U.S. Embassy in Beirut,81.60187105001103,35.5134,33.8872
U.S. Embassy in Belgrade,79.5232512922313,20.45105495060411,44.77249378724876
U.S. Embassy in Belmopan,26.77761818767232,-88.7746408500989,17.257409411026316
U.S. Embassy in Berlin,80.9982807212704,13.4115,52.5235
U.S. Embassy in Bishkek,98.12881822338393,74.582561,42.827776
U.S. Embassy in Bogota,17.572994686528205,-74.0962,4.6473
U.S. Embassy in Brasilia,8.33171216710736,-47.87494718594563,-15.80437338904502
U.S. Embassy in Brazzaville,44.7900139448592,15.253996214556771,-4.275335947394608
U.S. Embassy in Bridgetown,22.12384039784383,-59.616667,13.0975
U.S. Embassy in Budapest,80.41086053810716,19.049127950848646,47.50447497907593
U.S. Embassy in Buenos Aires,0.4879994729190731,-58.42101148534582,-34.5766049804666
U.S. Embassy in Bujumbura,54.15400390211255,29.380263715846144,-3.368231542392924
U.S. Embassy in Cairo,77.13581817472304,31.230139821101467,30.040062177118504
U.S. Embassy in Canberra,42.044803893336244,149.11413951524867,-35.30639538028345
U.S. Embassy in Caracas,20.554193802746155,-66.8983,10.4961
U.S. Embassy in Chisinau,84.83875132393537,28.818999,47.021521
U.S. Embassy in Dakar,35.16651395900743,-17.4439,14.6953
U.S. Embassy in Damascus,81.82798768181861,36.2939,33.5158
U.S. Embassy in Dar es Salaam,56.831143963978626,39.283333,-6.8
U.S. Embassy in Dhaka,93.82264979096414,90.41434370839843,23.79492698608253
U.S. Embassy in Dili,73.04146894350724,125.54820164983752,-8.546046593826597
U.S. Embassy in Djibouti,72.33505816307972,43.164265285710535,11.56457143916776
U.S. Embassy in Dublin,72.04275924984606,-6.2675,53.3441
U.S. Embassy in Dushanbe,96.17084494155065,68.70998205039008,38.579469073127456
U.S. Embassy in Finland,92.11511517092526,24.95848845142241,60.15712498186756
U.S. Embassy in Freetown,33.823804699989246,-13.23203054992229,8.451653993892794
U.S. Embassy in Georgetown,18.15006790299762,-58.16315469996067,6.823080095044522
U.S. Embassy in Guatemala City,25.277614404036708,-90.5328,14.6248
U.S. Embassy in Hanoi,92.45445064436647,105.81668611410772,21.021506286002268
U.S. Embassy in Harare,44.3237962074946,31.0496,-17.8227
U.S. Embassy in Islamabad,95.64303426056456,73.1158063143739,33.72392364240929
U.S. Embassy in Juba,61.19026867444377,31.58386391452658,4.855650541647085
U.S. Embassy in Kabul,95.12169767341298,69.1952,34.5155
U.S. Embassy in Kampala,58.59127269018991,32.59243,0.29909
U.S. Embassy in Kathmandu,94.89224345937583,85.3157,27.7058
U.S. Embassy in Khartoum,68.98750546678455,32.60541621518638,15.526150789218434
U.S. Embassy in Kigali,55.574865181636625,30.077578350046892,-1.937285398580675
U.S. Embassy in Kingston,26.081447522262764,-76.76704555003995,18.01845898764298
U.S. Embassy in Kinshasa,44.810338802287546,15.311121414556926,-4.30045134755232
U.S. Embassy in Kolonia,67.06874223337746,158.216667,6.85
U.S. Embassy in Koror,80.51284988318922,134.54246866702255,7.359623294689216
U.S. Embassy in Kuala Lumpur,82.6488744965667,101.7077,3.1502
U.S. Embassy in Kyiv,87.40864603457025,30.431957,50.465044
U.S. Embassy in La Paz,6.493385179530149,-68.15,-16.5
U.S. Embassy in Libreville,43.93286461520885,9.392872314599318,0.4832263638816708
U.S. Embassy in Lilongwe,48.59787463502265,33.7703,-13.9899
U.S. Embassy in Lima,8.496061812391172,-77.0465,-12.0931
U.S. Embassy in Ljubljana,76.98151352732688,14.496689950651993,46.05241020192026
U.S. Embassy in Lome,28.099180494391184,-56.21903006550544,21.555755676518142
U.S. Embassy in Luanda,40.64032620860607,13.244469090775446,-8.809720967521883
U.S. Embassy in Lusaka,44.73261005911714,28.2809,-15.4145
U.S. Embassy in Luxembourg,75.0049248746075,6.131667,49.814444
U.S. Embassy in Madrid,61.6962568436813,-3.7033,40.4167
U.S. Embassy in Malabo,45.42043439967098,8.67950404719766,3.709944052732674
U.S. Embassy in Manila,88.15513686812257,120.9726,14.579
U.S. Embassy in Maseru,33.94674247213623,27.4854,-29.2976
U.S. Embassy in Mexico City,29.076518462329354,-99.1276,19.4271
U.S. Embassy in Monrovia,34.08959404841289,-10.81559835039078,6.316462995406253
U.S. Embassy in Muscat,87.03972466404379,58.408333,23.588889
U.S. Embassy in Ndjamena,55.10901419291999,15.05,12.11
U.S. Embassy in New Delhi,94.32854064736875,77.18614975035345,28.59275369254548
U.S. Embassy in Nicosia,81.1213314285558,33.365,35.1725
U.S. Embassy in Nouakchott,38.145057247721724,-15.992307828442954,18.087209723782
U.S. Embassy in Oslo,86.42260090233765,10.7387,59.9138
U.S. Embassy in Ottawa,48.22667910543183,-75.69805418493372,45.42795027910043
U.S. Embassy in Ouagadougou,43.552640258211,-1.5370534984062096,12.251802140547836
U.S. Embassy in Panama City,20.68103945861872,-79.5188,8.9943
U.S. Embassy in Paramaribo,28.968606305495832,-84.36444565058818,21.403015973191792
U.S. Embassy in Paris,72.11737930991607,2.318520215199972,48.86773897928836
U.S. Embassy in Phnom Penh,87.91051293907903,104.88081813752557,11.55855851769707
U.S. Embassy in Podgorica,77.48839550115795,19.24739101507193,42.43683063824326
U.S. Embassy in Port Louis,52.92699751615771,57.49828105022801,-20.161990586407807
U.S. Embassy in Port Moresby,64.66897586258273,147.1969,-9.4656
U.S. Embassy in Port of Spain,20.52261613207959,-61.516667,10.666667
U.S. Embassy in Port-au-Prince,26.114196950005088,-72.25316678538026,18.564203472684127
U.S. Embassy in Prague,79.6876333463745,14.4013251,50.0873342
U.S. Embassy in Praia,32.29701624182311,-23.50859068535588,14.92113557314168
U.S. Embassy in Pristina,78.70041834061307,21.150551,42.661995
U.S. Embassy in Rangoon,90.81650087921582,96.1444142,16.8253686
U.S. Embassy in Reykjavik,80.53382653367666,-21.940093284008785,64.14460802302551
U.S. Embassy in Riga,89.11158275156708,24.02705041558279,56.93049718088476
U.S. Embassy in Riyadh,82.5393437338232,46.61878331499943,24.68122498413883
U.S. Embassy in San Jose,21.706023717569735,-84.12636725016975,9.942651776713491
U.S. Embassy in San Marino,73.01655949069676,12.490769,41.906582
U.S. Embassy in San Salvador,24.554468276711297,-89.257115,13.664472
U.S. Embassy in Sana’a,75.4761873990611,44.22766864987787,15.373056861749312
U.S. Embassy in Santo Domingo,25.94423724353084,-69.96556585638002,18.505791773516865
U.S. Embassy in Sarajevo,77.83907636311173,18.398199750701693,43.856664479012416
U.S. Embassy in Skopje,78.43807249318841,21.354850713788924,41.99919648679228
U.S. Embassy in Sofia,79.85915714265367,23.310085350655804,42.66685437906526
U.S. Embassy in Somalia,66.50688265956632,45.3426,2.0411
U.S. Embassy in Stockholm,88.82470964190766,18.10333961607249,59.33347178166029
U.S. Embassy in Suva,40.7242364385152,178.43728565154606,-18.11693878911045
U.S. Embassy in Tallinn,91.41407032851508,24.749452351387053,59.43049458160451
U.S. Embassy in Tashkent,96.94123400334556,69.27028705069027,41.36716520511031
U.S. Embassy in Tehran,90.08088906998171,51.46297835054143,35.77150833252614
U.S. Embassy in Tokyo,88.02923472333359,139.6823,35.6785
U.S. Embassy in Tonga,40.72423343244424,178.43728564996175,-18.116943887584664
U.S. Embassy in Tripoli,67.422994436628,13.1897,32.883
U.S. Embassy in Ulaanbaatar,98.38852014652673,106.930189,47.928228
U.S. Embassy in Vilnius,87.9383052080997,25.248973383902904,54.68340487076181
U.S. Embassy in Yaounde,47.45140506070596,11.516667,3.866667
U.S. Embassy in Yerevan,88.83965309544777,44.47928465065334,40.16526737871782
U.S. Embassy in Zagreb,77.67472609647491,16.0,45.8
U.S. Embassy to the Holy See,72.99031567636978,12.453333,41.903333
U.S. Mission Rome,73.01677126101907,12.489735615141493,41.90787697152968
U.S. Mission to ASEAN,76.0092884017538,106.8302514,-6.180948006
U.S. Mission to NATO,74.98281516748348,4.429497671,50.87853918
U.S. Mission to the African Union,68.23092327916184,38.76057375,9.07021415
U.S. Mission to the EU,74.92016670430522,4.367278043,50.84433472
U.S. Mission to the ICAO,48.270584418062626,-73.56562254934164,45.4997256789988
U.S. Mission to the International Organizations in Vienna,79.48612749681764,16.42088888,48.23492607
U.S. Mission to the OAS,41.844860327435306,-77.05170868456409,38.89443515472371
U.S. Mission to the OECD,72.11586295068531,2.314880050761391,48.86830080786213
U.S. Mission to the OSCE,79.48463104209813,16.418475315652383,48.23461777923129
U.S. Mission to the United Nations,43.483204813765106,-73.9689023,40.7506666
U.S. Mission-Geneva,72.16381359124381,6.135919716184857,46.23200668990151
U.S. Virtual Consulate in Guinea-Bissau,35.133666100989345,-17.516996741291123,14.704710009473104
U.S. Virtual Mission Liechtenstein ,73.47537628170258,7.438283,46.943433
U.S. Virtual Mission in Maldives,82.20013326757437,79.848618,6.913233
United States Embassy Wellington,26.615024567179006,174.777222,-41.288889
